Time (s),T0 (C),U_T0 (C),T1 (C),U_T1 (C),T2 (C),U_T2 (C),T3 (C),U_T3 (C),T4 (C),U_T4 (C),T5 (C),U_T5 (C),T6 (C),U_T6 (C),T7 (C),U_T7 (C),T8 (C),U_T8 (C),T9 (C),U_T9 (C),T10 (C),U_T10 (C),T12 (C),U_T12 (C),T13 (C),U_T13 (C),HFG_Floor_(kW.m-2),U_HFG_Floor_(kW.m-2),Press_(Pa),U_Press_(Pa),Phi_G_UP,U_Phi_G_UP,Phi_G_DOWN,U_Phi_G_DOWN,Phi_L_UP,U_Phi_L_UP,Phi_L_DOWN,U_Phi_L_DOWN,Upper_X_Fuel,U_Upper_X_Fuel,Upper_X_O2,U_Upper_X_O2,Upper_X_CO2,U_Upper_X_CO2,Upper_X_H2O,U_Upper_X_H2O,Upper_X_CO,U_Upper_X_CO,Upper_X_N2,U_Upper_X_N2,Lower_X_Fuel,U_Lower_X_Fuel,Lower_X_O2,U_Lower_X_O2,Lower_X_CO2,U_Lower_X_CO2,Lower_X_H2O,U_Lower_X_H2O,Lower_X_CO,U_Lower_X_CO,Lower_X_N2,U_Lower_X_N2
133,297.407,82.4379,272.2321,75.5275,242.6099,67.439,190.6919,53.4584,295.3774,82.5563,161.9265,45.5253,367.7211,102.1447,176.574,50.0195,35.5078,10.2576,31.607,8.9421,21.453,6.2284,93.1716,25.8427,78.6067,22.0344,3.9403,1.496,-0.4364,5.1368,1.4198,0.4536,1.4676,0.5599,3.4475,1.4317,3.1629,1.2521,0.0527,0.022,0.0466,0.0473,0.0567,0.0228,0.1499,0.0605,0.0073,0.0029,0.6444,0.1817,0.0428,0.0121,0.0436,0.0122,0.0601,0.0166,0.153,0.0424,0.0056,0.0016,0.6498,0.1798
134,296.2378,82.136,271.3821,75.3084,241.9834,67.2718,190.9707,53.5699,294.9816,82.433,162.5791,45.6785,366.227,101.7338,177.1079,50.1386,35.5126,10.2584,31.6111,8.943,21.4528,6.2291,93.1762,25.8442,78.6101,22.0347,3.9528,1.5778,-2.415,10.2811,1.4018,0.4335,1.4816,0.571,3.354,1.294,3.1019,1.2395,0.0538,0.0225,0.0465,0.0472,0.0566,0.0228,0.1498,0.0604,0.0073,0.0029,0.6435,0.1814,0.044,0.0125,0.0433,0.0121,0.0601,0.0166,0.1531,0.0424,0.0057,0.0016,0.6488,0.1795
135,295.0223,81.8005,270.2092,74.9659,241.3731,67.1012,190.9838,53.5781,294.5119,82.2708,163.2551,45.8735,364.5913,101.2578,177.6657,50.2996,35.5187,10.2612,31.6118,8.9442,21.4556,6.2303,93.1772,25.8446,78.6145,22.0354,3.9675,1.4501,-1.4039,10.4543,1.4461,0.4475,1.4882,0.5609,3.2507,1.2141,3.2416,1.4052,0.0547,0.0227,0.0464,0.0473,0.0565,0.0228,0.1497,0.0604,0.0073,0.003,0.6428,0.1813,0.0447,0.0127,0.043,0.012,0.0601,0.0166,0.1533,0.0425,0.0057,0.0016,0.6481,0.1793
136,293.4614,81.3523,269.0508,74.6498,240.7955,66.9278,191.1086,53.658,294.0665,82.1232,163.8861,46.0394,362.9998,100.8207,178.185,50.4306,35.5216,10.2613,31.6147,8.9446,21.4526,6.229,93.1776,25.8446,78.6168,22.0358,3.953,1.4057,-1.7157,10.2184,1.4665,0.4298,1.5213,0.5806,3.5,1.343,3.3291,1.3704,0.0554,0.0231,0.0463,0.0473,0.0564,0.0227,0.1496,0.0603,0.0074,0.003,0.6423,0.1812,0.0458,0.013,0.0427,0.0119,0.0601,0.0166,0.1534,0.0425,0.0058,0.0016,0.6472,0.1791
137,292.2209,80.9902,268.002,74.3617,240.2088,66.7515,191.2104,53.6323,293.5247,81.9475,164.5666,46.231,361.2091,100.3002,178.7498,50.5771,35.5284,10.2627,31.6197,8.9465,21.4551,6.2306,93.1819,25.846,78.6214,22.0366,3.6666,1.2535,-1.0381,7.8062,1.4202,0.4329,1.5143,0.5692,3.2653,1.2176,3.3202,1.3711,0.0565,0.0235,0.0462,0.0473,0.0564,0.0227,0.1495,0.0603,0.0074,0.003,0.6414,0.1809,0.0468,0.0133,0.0424,0.0118,0.0601,0.0166,0.1536,0.0426,0.0058,0.0017,0.6464,0.1788
138,291.2147,80.7257,267.0884,74.0878,239.6297,66.5997,191.1223,53.5522,293.1157,81.8176,165.0627,46.3661,359.8959,99.9304,179.1487,50.6784,35.533,10.2635,31.6192,8.9465,21.4571,6.2312,93.1808,25.8456,78.6247,22.0374,3.6163,1.1263,-0.1949,6.2157,1.5099,0.4625,1.5523,0.5807,3.2466,1.2418,3.5205,1.4749,0.0574,0.0239,0.0462,0.0474,0.0563,0.0227,0.1493,0.0602,0.0074,0.003,0.6407,0.1808,0.0479,0.0136,0.0421,0.0117,0.0601,0.0166,0.1537,0.0426,0.0059,0.0017,0.6455,0.1786
139,290.0999,80.4359,265.9033,73.7545,238.9404,66.4444,190.9329,53.46,292.5744,81.6541,165.6741,46.5233,358.2336,99.4827,179.6272,50.7881,35.5396,10.2663,31.6212,8.9473,21.4574,6.2309,93.1829,25.8462,78.6277,22.0381,3.6133,1.117,0.5935,5.6889,1.5192,0.4595,1.5362,0.5787,3.395,1.3874,3.5293,1.5395,0.0584,0.0243,0.0461,0.0474,0.0562,0.0226,0.1492,0.0602,0.0075,0.003,0.64,0.1807,0.0492,0.0139,0.0418,0.0117,0.0601,0.0166,0.1537,0.0426,0.0059,0.0017,0.6444,0.1783
140,288.5376,79.984,264.9755,73.4665,238.1554,66.2143,190.7947,53.393,292.0369,81.4878,166.2604,46.685,356.6581,99.0324,180.0783,50.9054,35.5437,10.2665,31.6245,8.9487,21.456,6.2298,93.1855,25.847,78.6332,22.0396,3.5425,1.0999,0.1953,5.1686,1.5392,0.4848,1.5501,0.5837,3.6317,1.5375,3.619,1.5412,0.0596,0.0248,0.046,0.0473,0.0561,0.0226,0.149,0.0601,0.0075,0.003,0.639,0.1804,0.0504,0.0143,0.0415,0.0116,0.0601,0.0166,0.1538,0.0426,0.006,0.0017,0.6434,0.178
141,287.0783,79.5731,263.8209,73.1353,237.5446,66.0129,190.8868,53.4145,291.5258,81.322,166.7641,46.825,355.2588,98.6447,180.4612,51.0075,35.5496,10.268,31.6272,8.9495,21.4562,6.23,93.1847,25.8469,78.6336,22.0392,3.532,1.0464,-1.0235,5.4314,1.5104,0.4507,1.5909,0.5941,3.5471,1.4394,3.6889,1.6041,0.0606,0.0252,0.0459,0.0474,0.056,0.0225,0.1488,0.06,0.0075,0.003,0.6384,0.1803,0.0518,0.0147,0.0412,0.0115,0.06,0.0166,0.1538,0.0426,0.006,0.0017,0.6422,0.1777
142,285.7151,79.2018,262.594,72.7896,236.7549,65.7737,190.9396,53.4337,290.9274,81.1333,167.3329,46.983,353.5375,98.1452,180.9256,51.1251,35.5557,10.2705,31.6284,8.9502,21.4539,6.23,93.1858,25.8473,78.6373,22.0394,3.6092,1.1101,-2.0761,7.5234,1.5709,0.448,1.5923,0.5956,3.7349,1.5204,3.7439,1.5611,0.0615,0.0256,0.0458,0.0474,0.0559,0.0225,0.1487,0.06,0.0076,0.0031,0.6376,0.1801,0.0531,0.0151,0.041,0.0114,0.06,0.0166,0.1538,0.0426,0.006,0.0017,0.6412,0.1774
143,284.5911,78.8983,261.6495,72.5377,236.1533,65.6168,190.9465,53.4291,290.4588,80.9907,167.753,47.0853,352.2127,97.7708,181.2468,51.1975,35.5582,10.2704,31.6307,8.951,21.4517,6.2285,93.1855,25.847,78.6392,22.0403,3.5084,1.0417,-1.4695,6.3868,1.4921,0.4464,1.6062,0.5952,3.7989,1.4445,3.9008,1.6786,0.0623,0.026,0.0458,0.0474,0.0558,0.0225,0.1486,0.0599,0.0076,0.0031,0.6371,0.18,0.0543,0.0155,0.0407,0.0114,0.0599,0.0166,0.1538,0.0426,0.0061,0.0017,0.6402,0.1771
144,283.1273,78.5041,260.3624,72.1923,235.2224,65.3732,190.7729,53.3582,289.8664,80.8085,168.2507,47.2052,350.5745,97.3195,181.6205,51.28,35.5603,10.2705,31.6313,8.9517,21.4518,6.229,93.1865,25.8476,78.6418,22.0406,3.6371,1.0664,-0.1698,3.6385,1.5112,0.4511,1.6261,0.6181,3.6559,1.439,3.8992,1.6216,0.0631,0.0263,0.0458,0.0475,0.0558,0.0224,0.1485,0.0598,0.0076,0.0031,0.6365,0.18,0.0554,0.0157,0.0405,0.0113,0.0599,0.0166,0.1538,0.0426,0.0061,0.0017,0.6393,0.1769
145,281.6542,78.0847,259.1597,71.8772,234.4285,65.167,190.5913,53.2723,289.2485,80.6237,168.713,47.3264,348.8419,96.8115,181.9855,51.3664,35.5625,10.2703,31.6336,8.9524,21.4512,6.2286,93.1865,25.8474,78.6445,22.0414,3.4279,1.028,0.1281,5.5218,1.583,0.5091,1.615,0.6002,4.0756,1.5917,4.0799,1.6773,0.064,0.0268,0.0456,0.0474,0.0557,0.0224,0.1484,0.0598,0.0077,0.0031,0.6356,0.1797,0.0565,0.016,0.0403,0.0112,0.0599,0.0166,0.1538,0.0426,0.0062,0.0017,0.6385,0.1766
146,280.1883,77.7001,258.2283,71.6239,233.7655,64.9902,190.3357,53.1767,288.69,80.4483,169.0937,47.427,347.3911,96.4119,182.277,51.4411,35.5665,10.2715,31.6361,8.9531,21.4514,6.2294,93.1871,25.8477,78.6474,22.0412,3.3542,0.9743,0.6155,5.1306,1.6012,0.4589,1.6266,0.616,4.1054,1.5968,4.0309,1.6831,0.0644,0.027,0.0457,0.0475,0.0556,0.0224,0.1482,0.0598,0.0077,0.0031,0.6354,0.1797,0.0576,0.0163,0.0401,0.0112,0.0598,0.0166,0.1538,0.0426,0.0062,0.0018,0.6376,0.1764
147,278.6562,77.2888,257.5603,71.4532,233.4298,64.9113,190.2118,53.1283,288.0176,80.243,169.5624,47.5591,345.6702,95.912,182.6362,51.5355,35.57,10.2722,31.6402,8.9551,21.4519,6.2288,93.1906,25.8487,78.6507,22.0424,3.2735,0.9358,2.4777,6.1288,1.5843,0.493,1.6484,0.626,4.256,1.7598,4.1151,1.7295,0.0653,0.0273,0.0456,0.0475,0.0555,0.0224,0.1481,0.0597,0.0077,0.0031,0.6348,0.1796,0.0587,0.0166,0.0398,0.0112,0.0598,0.0166,0.1538,0.0426,0.0062,0.0018,0.6367,0.1761
148,277.4938,77.04,256.7008,71.2425,232.7576,64.7622,189.9294,53.0564,287.4381,80.0828,169.9537,47.6541,344.2288,95.5244,182.9166,51.5947,35.5763,10.2721,31.6421,8.9551,21.4493,6.2279,93.1906,25.8484,78.6552,22.0435,3.3956,1.0449,2.2782,6.7026,1.5912,0.4871,1.668,0.6232,4.0982,1.5078,4.3104,1.7712,0.0661,0.0277,0.0456,0.0475,0.0554,0.0223,0.1479,0.0596,0.0077,0.0031,0.6342,0.1795,0.0598,0.0169,0.0396,0.0111,0.0598,0.0165,0.1539,0.0427,0.0063,0.0018,0.6358,0.1759
149,276.5013,76.8451,255.5937,70.938,232.0684,64.5639,189.751,53.0152,286.8023,79.8892,170.3194,47.7556,342.8036,95.1468,183.1647,51.6598,35.5794,10.2737,31.6435,8.9559,21.4495,6.2277,93.1902,25.8486,78.6565,22.0433,3.5351,1.2577,1.5295,8.1939,1.6055,0.4793,1.7059,0.6351,4.2732,1.5385,4.3446,1.813,0.0671,0.0282,0.0456,0.0476,0.0553,0.0223,0.1476,0.0596,0.0077,0.0031,0.6335,0.1794,0.0609,0.0172,0.0394,0.0111,0.0597,0.0165,0.1538,0.0427,0.0063,0.0018,0.6349,0.1757
150,275.3217,76.5474,254.5944,70.6666,231.4389,64.378,189.8505,53.0566,286.1547,79.7038,170.7339,47.8655,341.2958,94.7209,183.4585,51.7318,35.5838,10.2751,31.646,8.9562,21.4447,6.2264,93.1917,25.8491,78.6604,22.0444,3.6045,1.2741,-0.6932,6.6514,1.6283,0.4804,1.6792,0.6415,4.0022,1.5223,4.4146,1.8075,0.0685,0.0286,0.0455,0.0475,0.0553,0.0222,0.1474,0.0595,0.0077,0.0031,0.6324,0.1791,0.0622,0.0175,0.0392,0.011,0.0596,0.0165,0.1537,0.0426,0.0064,0.0018,0.6339,0.1754
151,274.3453,76.2881,253.9056,70.473,230.615,64.1401,189.8775,53.0768,285.5369,79.5163,171.1371,47.9736,339.8327,94.3195,183.7554,51.8082,35.5904,10.2768,31.6537,8.9588,21.4498,6.2287,93.1966,25.8506,78.6645,22.0449,3.5757,1.2126,-3.15,11.9773,1.5903,0.4944,1.7169,0.6435,4.0523,1.5865,4.521,1.9482,0.069,0.0288,0.0456,0.0475,0.0551,0.0222,0.1472,0.0594,0.0078,0.0032,0.6321,0.179,0.0632,0.0178,0.039,0.011,0.0596,0.0165,0.1537,0.0426,0.0064,0.0018,0.6331,0.1752
152,273.8474,76.1753,253.0636,70.2377,229.8715,63.9224,189.7702,53.0454,284.9771,79.3454,171.4668,48.0593,338.4851,93.9442,183.9999,51.8679,35.593,10.2773,31.6517,8.9589,21.4473,6.2271,93.1931,25.8495,78.6635,22.0448,3.4547,1.1005,-0.9735,10.5886,1.6291,0.4871,1.7229,0.6502,4.4579,1.8533,4.4767,1.8265,0.0701,0.0292,0.0456,0.0475,0.0551,0.0222,0.147,0.0592,0.0078,0.0032,0.6313,0.1789,0.0642,0.0181,0.0389,0.011,0.0596,0.0165,0.1537,0.0426,0.0064,0.0018,0.6323,0.175
153,272.9934,75.928,251.9729,69.9667,229.1275,63.7174,189.8019,53.0093,284.4498,79.1937,171.8011,48.1271,337.1516,93.5719,184.2484,51.9129,35.5982,10.278,31.6542,8.9593,21.4492,6.2269,93.1964,25.8502,78.6677,22.046,3.6016,1.1729,-2.2605,7.1274,1.654,0.5005,1.7538,0.6652,4.4915,1.6168,4.5445,1.9577,0.0712,0.0296,0.0455,0.0475,0.055,0.0221,0.1468,0.0592,0.0078,0.0032,0.6304,0.1787,0.0651,0.0185,0.0387,0.011,0.0595,0.0165,0.1537,0.0426,0.0065,0.0018,0.6316,0.1747
154,271.6753,75.5508,250.7236,69.61,228.2583,63.4853,189.561,52.8977,283.8033,78.9973,172.1172,48.2098,335.6053,93.1389,184.4727,51.9704,35.6012,10.2788,31.6572,8.9607,21.4503,6.2293,93.1946,25.8501,78.6721,22.0463,3.5815,1.1963,-2.9352,10.4785,1.5841,0.4738,1.7605,0.6663,4.4515,1.742,4.6439,2.0001,0.0716,0.0298,0.0457,0.0476,0.0549,0.0221,0.1465,0.0591,0.0078,0.0032,0.6303,0.1787,0.0662,0.0189,0.0385,0.011,0.0595,0.0165,0.1537,0.0426,0.0065,0.0018,0.6307,0.1745
